title,url,director,casts,rating_num,language,country,type,year,image
上甘岭,https://movie.douban.com/subject/1433701/,"['沙蒙', '林杉']","['高保成', '徐林格', '张亮', '刘玉茹', '刘磊']",8.3,['汉语普通话'],['中国大陆'],"['剧情', '战争']",['1956'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2537259656.jpg']
东京奏鸣曲,https://movie.douban.com/subject/2032143/,['黑泽清'],"['香川照之', '小泉今日子', '井之胁海', '小柳友', '井川遥']",8.1,['日语'],"['日本', '荷兰', '中国香港']",['剧情'],['2008'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1287238832.jpg']
向阳处的她,https://movie.douban.com/subject/20426995/,['三木孝浩'],"['松本润', '上野树里', '玉山铁二', '大仓孝二', '谷村美月']",7.9,['日语'],['日本'],['爱情'],['2013'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1946336785.jpg']
笑傲江湖,https://movie.douban.com/subject/26311982/,"['黄健中', '元彬']","['李亚鹏', '许晴', '巍子', '李解', '茅威涛']",7.9,['汉语普通话'],['中国大陆'],"['剧情', '动作', '爱情', '武侠', '古装']",['2003'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224051619.jpg']
海贼王剧场版1：黄金岛冒险,https://movie.douban.com/subject/1856675/,['志水淳儿'],"['田中真弓', '冈村明美', '中井和哉', '山口胜平', '今井由香']",7.8,['日语'],['日本'],"['喜剧', '动作', '动画', '奇幻', '冒险']",['2000'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2300512475.jpg']
铁面无私,https://movie.douban.com/subject/1292532/,['布莱恩·德·帕尔玛'],"['凯文·科斯特纳', '肖恩·康纳利', '查尔斯·马丁·史密斯', '安迪·加西亚', '罗伯特·德尼罗']",7.7,['英语'],['美国'],"['剧情', '惊悚', '历史', '犯罪']",['1987'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1153928911.jpg']
宇宙英雄之超银河传说,https://movie.douban.com/subject/3929463/,['坂本浩一'],"['南翔太', '上良早纪', '小西博之', '森次晃嗣', '鹤野刚士']",7.7,['日语'],['日本'],"['动作', '科幻', '家庭', '奇幻', '冒险']",['2009'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2212140210.jpg']
富贵逼人,https://movie.douban.com/subject/1302927/,['高志森'],"['沈殿霞', '董骠', '曾志伟', '姜大卫', '陈奕诗']",7.6,['粤语'],['中国香港'],"['喜剧', '家庭', '奇幻']",['1987'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2346972513.jpg']
在街上,https://movie.douban.com/subject/34809360/,['今泉力哉'],"['若叶龙也', '穗志萌香', '古川琴音', '萩原实里', '中田青渚']",7.6,['日语'],['日本'],"['剧情', '爱情']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2847602054.jpg']
老笠,https://movie.douban.com/subject/26352462/,['火火'],"['郭伟亮', '林雪', '冯淬帆', '曾国祥', '姜皓文']",7.4,['粤语'],['中国香港'],"['惊悚', '犯罪']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2324635033.jpg']
拉贝日记,https://movie.douban.com/subject/2294565/,['佛罗瑞·加仑伯格'],"['乌尔里希·图库尔', '丹尼尔·布鲁赫', '史蒂夫·布西密', '张静初', '香川照之']",7.4,"['粤语', '汉语普通话', '德语', '日语', '英语']","['法国', '中国大陆', '德国']","['剧情', '传记', '历史', '战争']",['2009'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p488186582.jpg']
幻灭,https://movie.douban.com/subject/34779516/,['泽维尔·吉亚诺利'],"['本杰明·瓦赞', '塞西尔·德·弗朗斯', '文森特·拉科斯特', '泽维尔·多兰', '莎乐美·德瓦斯']",7.4,['法语'],"['法国', '比利时']","['剧情', '爱情', '历史']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2872896596.jpg']
霹雳先锋,https://movie.douban.com/subject/1871220/,['黄柏文'],"['李修贤', '周星驰', '成奎安', '何家驹', '黄光亮']",7.2,"['粤语', '英语']",['中国香港'],"['喜剧', '动作', '犯罪']",['1988'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2347547076.jpg']
花椒之味,https://movie.douban.com/subject/26935296/,['麦曦茵'],"['郑秀文', '赖雅妍', '李晓峰', '钟镇涛', '任贤齐']",7.1,"['汉语普通话', '粤语']","['中国香港', '中国大陆']","['剧情', '家庭']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567382116.jpg']
超完美谋杀案,https://movie.douban.com/subject/1297509/,['安德鲁·戴维斯'],"['迈克尔·道格拉斯', '格温妮斯·帕特洛', '维果·莫腾森', '大卫·苏切', '杰夫·威廉姆斯']",7.1,['英语'],['美国'],"['惊悚', '犯罪']",['1998'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2578851631.jpg']
东北往事之破马张飞,https://movie.douban.com/subject/26691509/,['郭大雷'],"['贾乃亮', '马丽', '王迅', '梁超', '于洋']",3.5,['汉语普通话'],['中国大陆'],"['喜剧', '动作']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2413341026.jpg']
剧场版魔法少女小圆 新篇 叛逆的故事,https://movie.douban.com/subject/10569151/,"['宫本幸裕', '新房昭之']","['悠木碧', '斋藤千和', '水桥香织', '喜多村英梨', '加藤英美里']",9.2,['日语'],['日本'],['动画'],['2013'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2151582333.jpg']
我的舅舅,https://movie.douban.com/subject/1400829/,['雅克·塔蒂'],"['让·皮埃尔·佐拉', 'Lucien Frégis', '贝蒂·施奈德', 'Jean-François Martial', 'Yvonne Arnaud']",8.6,['法语'],"['意大利', '法国']",['喜剧'],['1958'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p685838678.jpg']
哆啦A梦：大雄的恐龙,https://movie.douban.com/subject/1458889/,['福富博'],"['大山信代', '小原乃梨子', '野村道子', '立壁和也', '肝付兼太']",8.7,['日语'],['日本'],"['剧情', '科幻', '动画', '冒险']",['1980'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2519543937.jpg']
借着雨点说爱你,https://movie.douban.com/subject/1395080/,['土井裕泰'],"['竹内结子', '中村狮童', '武井证', '大塚千弘', '浅利阳介']",8.5,['日语'],['日本'],"['剧情', '爱情', '奇幻']",['2004'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1499616217.jpg']
狐妖小红娘剧场版：下沙,https://movie.douban.com/subject/26685413/,['王昕'],"['杨天翔', '刘校妤', '乔诗语', '边江']",8.5,['汉语普通话'],['中国大陆'],['动画'],['2015'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2585288150.jpg']
绿头苍蝇,https://movie.douban.com/subject/3603547/,['梁益准'],"['金花雨', '梁益准', '李成延', '李胜妍', '朴正顺']",8.3,['韩语'],['韩国'],"['剧情', '犯罪']",['2009'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1969897650.jpg']
苹果酒屋法则,https://movie.douban.com/subject/1296821/,['拉斯·霍尔斯道姆'],"['托比·马奎尔', '查理兹·塞隆', '迈克尔·凯恩', '保罗·路德', '德尔罗伊·林多']",8.2,['英语'],['美国'],"['剧情', '爱情']",['1999'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483594726.jpg']
我失去了身体,https://movie.douban.com/subject/33415943/,['杰赫米·克拉潘'],"['维克图瓦尔·杜布瓦', '帕特里克·德阿萨姆曹']",8.2,['法语'],['法国'],"['剧情', '爱情', '动画', '奇幻']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2573594394.jpg']
朦胧的欲望,https://movie.douban.com/subject/1303071/,['路易斯·布努埃尔'],"['费尔南多·雷伊', '卡洛尔·布盖', '安吉拉·莫利纳', '朱利安·贝尔托', '安德烈·韦伯']",8.2,"['法语', '西班牙语']","['法国', '西班牙']","['剧情', '喜剧', '爱情']",['1977'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1561050122.jpg']
蜡笔小新：卟哩卟哩王国的秘密宝藏,https://movie.douban.com/subject/1926790/,"['本乡满', '原惠一']","['矢岛晶子', '楢桥美纪', '藤原启治', '高田由美', '真柴摩利']",8.1,['日语'],['日本'],['动画'],['1994'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2224674814.jpg']
东京贵族女子,https://movie.douban.com/subject/33404512/,['岨手由贵子'],"['门胁麦', '水原希子', '高良健吾', '石桥静河', '筱原友希子']",7.7,['日语'],['日本'],['剧情'],['2021'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2627312853.jpg']
唯爱永生,https://movie.douban.com/subject/5265471/,['吉姆·贾木许'],"['蒂尔达·斯文顿', '汤姆·希德勒斯顿', '安东·叶利钦', '米娅·华希科沃斯卡', '杰弗里·怀特']",7.6,"['英语', '法语', '阿拉伯语', '土耳其语']","['英国', '德国', '希腊', '法国']","['剧情', '爱情', '奇幻']",['2013'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2155683303.jpg']
爆裂刑警,https://movie.douban.com/subject/1304837/,['叶伟信'],"['吴镇宇', '古天乐', '郑雪儿', '罗兰', '邹凯光']",7.6,"['粤语', '普通话']",['中国香港'],"['动作', '爱情', '犯罪']",['1999'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1226739925.jpg']
陆小凤传奇之剑神一笑,https://movie.douban.com/subject/2136209/,['邓衍成'],"['张智霖', '何润东', '张达明', '钱柏渝', '姜广涛']",7.6,['汉语普通话'],['中国大陆'],"['悬疑', '武侠', '古装']",['2007'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2629907115.jpg']
间谍之妻,https://movie.douban.com/subject/34852385/,['黑泽清'],"['苍井优', '高桥一生', '东出昌大', '坂东龙汰', '恒松祐里']",7.2,['日语'],['日本'],"['剧情', '历史', '战争']",['2020'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609587395.jpg']
南北少林,https://movie.douban.com/subject/1296240/,['刘家良'],"['李连杰', '胡坚强', '黄秋燕', '计春华', '刘怀良']",7.1,['汉语普通话'],"['中国大陆', '中国香港']","['剧情', '动作', '武侠', '古装']",['1986'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2286331031.jpg']
鬼打鬼之黄金道士,https://movie.douban.com/subject/1794401/,['陈会毅'],"['林正英', '沈威', '罗慧娟', '金十二', '陈龙']",7.0,['粤语'],['中国香港'],"['喜剧', '动作', '恐怖']",['1992'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1927154387.jpg']
贴身情人,https://movie.douban.com/subject/1298728/,['马克·劳伦斯'],"['桑德拉·布洛克', '休·格兰特', '艾丽西亚·维特', '马克·费厄斯坦', '夏洛特·麦尔']",6.9,['英语'],"['美国', '澳大利亚']","['喜剧', '爱情']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169345942.jpg']
古田军号,https://movie.douban.com/subject/30261964/,['陈力'],"['王仁君', '王志飞', '刘智扬', '胡兵', '张一山']",6.8,['汉语普通话'],['中国大陆'],"['剧情', '历史', '战争']",['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564173381.jpg']
包法利夫人,https://movie.douban.com/subject/10755525/,['索菲·巴尔特'],"['米娅·华希科沃斯卡', '瑞斯·伊凡斯', '埃兹拉·米勒', '罗根·马歇尔-格林', '亨利·劳埃德-休斯']",6.6,"['英语', '法语', '拉丁语', '德语']","['德国', '比利时', '美国']","['剧情', '爱情']",['2014'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2224825296.jpg']
魔境仙踪,https://movie.douban.com/subject/4816602/,"['山姆·雷米', '达尼那·斯米德']","['詹姆斯·弗兰科', '米歇尔·威廉姆斯', '蕾切尔·薇兹', '米拉·库尼斯', '扎克·布拉夫']",6.4,['英语'],['美国'],"['奇幻', '冒险']",['2013'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1776534018.jpg']
近距离恋爱,https://movie.douban.com/subject/25853073/,['熊泽尚人'],"['山下智久', '小松菜奈', '水川麻美', '小泷望', '山本美月']",6.3,['日语'],['日本'],['爱情'],['2014'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207808539.jpg']
叶问：终极一战,https://movie.douban.com/subject/10794042/,['邱礼涛'],"['黄秋生', '曾志伟', '钟欣潼', '陈小春', '周定宇']",6.2,"['汉语普通话', '粤语']","['中国大陆', '中国香港']","['剧情', '动作', '传记']",['2013'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1891558983.jpg']
莫比乌斯,https://movie.douban.com/subject/24529254/,['金基德'],"['赵宰贤', '徐荣柱', '李恩宇', '金在祿', '于东勋']",6.1,['无对白'],['韩国'],"['剧情', '惊悚', '情色', '家庭']",['2013'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2103988349.jpg']
傲慢与偏见与僵尸,https://movie.douban.com/subject/3543318/,"['布尔·斯蒂尔斯', 'Mike White', '克雷格·吉勒斯佩']","['莉莉·詹姆斯', '萨姆·赖利', '杰克·休斯顿', '贝拉·希思科特', '道格拉斯·布斯']",5.8,['英语'],"['美国', '英国']","['动作', '爱情', '恐怖']",['2016'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2313785116.jpg']
绝地战警：疾速追击,https://movie.douban.com/subject/4014397/,"['阿迪尔·埃尔·阿比', '比拉勒·法拉赫']","['威尔·史密斯', '马丁·劳伦斯', '凡妮莎·哈金斯', '亚历山大·路德韦格', '查尔斯·梅尔顿']",5.7,"['英语', '西班牙语']","['美国', '墨西哥']","['喜剧', '动作', '犯罪']",['2020'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614950073.jpg']
黑暗塔,https://movie.douban.com/subject/4943938/,['尼科莱·阿尔赛'],"['伊德里斯·艾尔巴', '汤姆·泰勒', '马修·麦康纳', '金秀贤', '丹尼斯·海斯伯特']",5.3,['英语'],['美国'],"['动作', '奇幻', '冒险']",['2017'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2480303169.jpg']
蜀山传：万剑归宗,https://movie.douban.com/subject/35248795/,['罗仪威'],"['陈名豪', '吕颂贤', '范湉湉']",5.3,['汉语普通话'],['中国大陆'],"['奇幻', '武侠']",['2022'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2871855876.jpg']
推理笔记,https://movie.douban.com/subject/26890502/,['张天辉'],"['陈都灵', '林柏宏', '汪铎', '郝劭文', '金士杰']",4.3,['汉语普通话'],['中国大陆'],"['剧情', '悬疑']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2506041645.jpg']
怪物先生,https://movie.douban.com/subject/30150727/,['黄智亨'],"['余文乐', '春夏', '惠英红', '涂们', '乔杉']",4.2,"['粤语', '汉语普通话']","['中国香港', '中国大陆']","['动作', '奇幻', '冒险']",['2020'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2616835570.jpg']
伦敦生活,https://movie.douban.com/subject/34795703/,['维姬·琼斯'],['菲比·沃勒-布里奇'],9.0,['英语'],['英国'],['喜剧'],['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2575437114.jpg']
鬼灭之刃 鼓屋敷篇,https://movie.douban.com/subject/35651911/,['外崎春雄'],"['花江夏树', '鬼头明里']",8.9,['日语'],['日本'],['动画'],['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2727626416.jpg']
红胡子,https://movie.douban.com/subject/1296679/,['黑泽明'],"['三船敏郎', '加山雄三', '山崎努', '团令子', '桑野美雪']",8.8,['日语'],['日本'],['剧情'],['1965'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215875666.jpg']
刘三姐,https://movie.douban.com/subject/1298755/,['苏里'],"['黄婉秋', '刘世龙', '张巨光', '梁音', '张文君']",8.4,['汉语普通话'],['中国大陆'],"['剧情', '音乐', '戏曲']",['1960'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502176435.jpg']
狐妖小红娘剧场版：千颜,https://movie.douban.com/subject/27101874/,['王昕'],"['乔诗语', '杨天翔', '刘校妤', '张杰', '边江']",8.4,['汉语普通话'],['中国大陆'],"['剧情', '爱情', '动画', '奇幻']",['2017'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2496051870.jpg']
沦落人,https://movie.douban.com/subject/30140231/,['陈小娟'],"['黄秋生', '克里瑟尔·孔松希', '叶童', '李灿森', '黄定谦']",8.2,['粤语'],['中国香港'],['剧情'],['2018'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2555952192.jpg']
非凡夏日,https://movie.douban.com/subject/30428914/,['史蒂文·沃特卢德'],"['桑尼·库普斯·范·乌特伦', '约瑟芬·阿伦森', '特伯·格里兹玛', '珍妮弗·霍夫曼', '朱利安·拉斯']",7.9,"['荷兰语', '德语']","['荷兰', '德国']",['家庭'],['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2576226152.jpg']
刑房,https://movie.douban.com/subject/1482090/,"['罗伯特·罗德里格兹', '伊莱·罗斯', '昆汀·塔伦蒂诺', '埃德加·赖特', '罗布·赞比']","['库尔特·拉塞尔', '罗莎里奥·道森', '罗丝·麦高恩', '玛丽·谢尔顿', '弗莱迪·罗德里格兹']",7.8,"['英语', '西班牙语']",['美国'],"['动作', '惊悚', '恐怖']",['2007'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167803400.jpg']
我的国王,https://movie.douban.com/subject/25843022/,['麦温'],"['文森特·卡索', '艾玛纽尔·贝克特', '路易·加瑞尔', '伊希尔·勒·贝斯柯', '扬·戈旺']",7.7,['法语'],['法国'],"['剧情', '爱情']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2312348682.jpg']
恐龙,https://movie.douban.com/subject/1298694/,"['埃里克·莱顿', '拉尔夫·宗戴格']","['阿尔法·伍达德', '奥西·戴维斯', '马克斯·凯塞拉', '海顿·潘妮蒂尔', 'D·B·斯威尼']",7.6,['英语'],['美国'],"['动画', '冒险']",['2000'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2197696691.jpg']
瑞普·凡·温克尔的新娘,https://movie.douban.com/subject/26592040/,['岩井俊二'],"['黑木华', '绫野刚', '', '原日出子', '地曳豪']",7.6,['日语'],['日本'],['剧情'],['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2286097607.jpg']
塔巴德,https://movie.douban.com/subject/30283526/,"['拉希·阿尼尔·巴夫', '安南·甘地', '阿德什·普拉萨德']","['索姆·沙', '田蒂·马舍', '安妮塔·戴特', '朗吉·查克拉博蒂', '迪普克·达姆利']",7.5,['印地语'],"['印度', '瑞典']","['剧情', '惊悚', '奇幻']",['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2532668828.jpg']
鬼咬鬼,https://movie.douban.com/subject/1303944/,['刘观伟'],"['洪金宝', '林正英', '孟海', '林敏骢', '龚慈恩']",7.4,['粤语'],['中国香港'],"['喜剧', '动作', '恐怖']",['1990'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2047112707.jpg']
地心抢险记,https://movie.douban.com/subject/1300092/,['乔恩·阿米尔'],"['艾伦·艾克哈特', '希拉里·斯万克', '德尔罗伊·林多', '斯坦利·图齐', 'DJ·考尔斯']",6.8,"['英语', '法语']","['美国', '德国', '加拿大', '英国', '意大利', '法国']","['动作', '科幻', '冒险']",['2003'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1715872334.jpg']
忠犬,https://movie.douban.com/subject/34881711/,"['雷德·卡罗林', '查宁·塔图姆']","['查宁·塔图姆', '简·亚当斯', '凯文·纳什', '考莉安卡·基尔彻', '伊桑·苏普利']",6.7,['英语'],['美国'],['喜剧'],['2022'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2732696613.jpg']
谁可以这样爱我,https://movie.douban.com/subject/35052204/,['D·J·卡卢索'],"['阿比盖尔·F·考恩', '汤姆·李维斯', '法米克·詹森', '罗根·马歇尔-格林', '妮娜·杜波夫']",7.0,['英语'],['美国'],"['剧情', '爱情', '历史']",['2022'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2870280023.jpg']
呖咕呖咕新年财,https://movie.douban.com/subject/1306133/,"['杜琪峰', '韦家辉', '罗永昌']","['刘德华', '刘青云', '古天乐', '梁咏琪', '应采儿']",6.6,['粤语'],['中国香港'],['喜剧'],['2002'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1122559210.jpg']
陀地驱魔人,https://movie.douban.com/subject/26341750/,['张家辉'],"['张家辉', '郭采洁', '张继聪', '蔡思贝', '吴启华']",6.5,"['粤语', '汉语普通话']",['中国香港'],"['剧情', '恐怖']",['2015'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2366502708.jpg']
血色天劫,https://movie.douban.com/subject/27179288/,['彼得·图万斯'],"['佩莉·鲍麦斯特', '卡尔·安东·科赫', '亚历山大·谢尔', '凯斯·塞蒂', '戈登·布朗']",6.4,"['德语', '英语']","['德国', '美国']","['动作', '惊悚', '恐怖']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2665626425.jpg']
美好的意外,https://movie.douban.com/subject/26382962/,['何蔚庭'],"['桂纶镁', '王景春', '欧阳娜娜', '王元也', '陈坤']",5.5,['汉语普通话'],['中国大陆'],"['喜剧', '奇幻']",['2017'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2461293117.jpg']
爱情呼叫转移Ⅱ：爱情左右,https://movie.douban.com/subject/3344570/,['张建亚'],"['林嘉欣', '邓超', '黄渤', '范伟', '古巨基']",5.3,['汉语普通话'],['中国大陆'],"['喜剧', '爱情']",['2008'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192304450.jpg']
第八天之夜,https://movie.douban.com/subject/33457597/,['金泰亨'],"['金裕贞', '李星民', '朴解浚', '南多凛', '朴世贤']",5.2,['韩语'],['韩国'],"['悬疑', '惊悚']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2661539085.jpg']
黑白迷宫,https://movie.douban.com/subject/26752106/,['阚家伟'],"['任达华', '陈小春', '伍允龙', '邱意浓', '张兆辉']",4.7,['汉语普通话'],"['中国大陆', '中国香港']","['剧情', '动作', '犯罪']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2497530254.jpg']
凉宫春日的消失,https://movie.douban.com/subject/4074292/,"['石原立也', '武本康弘']","['平野绫', '杉田智和', '茅原实里', '青木沙耶香', '后藤邑子']",9.1,['日语'],['日本'],"['喜剧', '科幻', '动画']",['2010'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2246432125.jpg']
红鳉鱼,https://movie.douban.com/subject/26266892/,['高畑秀太'],"['二宫和也', '北野武', '宫川大辅', '柄本时生', '新井浩文']",9.0,['日语'],['日本'],"['剧情', '传记']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2315734512.jpg']
黄昏的清兵卫,https://movie.douban.com/subject/1307306/,['山田洋次'],"['真田广之', '宫泽理惠', '小林稔侍', '大杉涟', '吹越满']",8.8,['日语'],['日本'],"['剧情', '爱情', '历史']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1529771932.jpg']
匹诺曹,https://movie.douban.com/subject/26886204/,['马提欧·加洛尼'],"['费德里科·伊帕迪', '罗伯托·贝尼尼', '罗科·帕帕莱奥', '马西莫·切可里尼', '玛丽恩·瓦科特']",6.2,['意大利语'],"['意大利', '法国', '英国']",['奇幻'],['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2642645574.jpg']
怒火保镖,https://movie.douban.com/subject/10486471/,['西蒙·韦斯特'],"['杰森·斯坦森', '迈克尔·安格拉诺', '多米尼克·加西亚-洛里多', '霍普·戴维斯', '米洛·文堤米利亚']",5.6,['英语'],['美国'],"['剧情', '动作', '犯罪']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2232111071.jpg']
宝莱坞机器人2.0：重生归来,https://movie.douban.com/subject/26981165/,['S·尚卡尔'],"['拉吉尼坎塔', '阿克谢·库玛尔', '艾米·杰克逊', '阿迪勒·侯赛因', '苏丹舒·潘迪']",5.3,"['泰米尔语', '泰卢固语', '印地语']",['印度'],"['动作', '科幻', '惊悚']",['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2565512707.jpg']
龙牌之谜,https://movie.douban.com/subject/26367602/,['伊哥·斯坦普陈科'],"['成龙', '阿诺·施瓦辛格', '杰森·弗莱明', '姚星彤', '马丽']",3.6,"['英语', '俄语', '汉语普通话']","['俄罗斯', '中国大陆', '美国']","['动作', '奇幻', '冒险']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2563494916.jpg']
独家头条,https://movie.douban.com/subject/35236327/,['周文武贝'],"['余佳淼', '郑嘉颖', '刘帅良', '徐洁儿', '成方旭']",,['汉语普通话'],['中国大陆'],"['剧情', '悬疑']",['2022'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2826532058.jpg']
夏目友人帐 第五季 特别篇 一夜酒杯,https://movie.douban.com/subject/27011740/,"['大森贵弘', '出合小都美']","['神谷浩史', '井上和彦', '小林沙苗', '伊藤美纪', '伊藤荣次']",9.5,['日语'],['日本'],"['剧情', '动画']",['2017'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2454093081.jpg']
战争与和平,https://movie.douban.com/subject/1307067/,['谢尔盖·邦达尔丘克'],"['谢尔盖·邦达尔丘克', '柳德米拉·萨维里耶娃', '维亚切斯拉夫·吉洪诺夫', '安娜斯塔西亚·维尔金斯卡娅', '安东宁娜·舒拉诺娃']",9.2,"['俄语', '德语', '法语']",['苏联'],"['剧情', '爱情', '历史', '战争']",['1966'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2548048318.jpg']
小淘气,https://movie.douban.com/subject/1296550/,['佩内洛普·斯皮瑞斯'],"['Travis Tedford', 'Katie Volding', '乌比·戈德堡', 'Jordan Warkol', '唐纳德·特朗普']",8.6,['英语'],['美国'],"['喜剧', '家庭']",['1994'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p486965605.jpg']
12怒汉：大审判,https://movie.douban.com/subject/2027899/,['尼基塔·米哈尔科夫'],"['谢尔盖·马科韦茨基', '尼基塔·米哈尔科夫', '谢尔盖·加尔马什', '瓦连京·佳夫特', '阿列克谢·彼得连科']",8.4,"['俄语', '车臣语']",['俄罗斯'],"['剧情', '悬疑']",['2007'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2157181880.jpg']
信笺故事,https://movie.douban.com/subject/26793852/,['珍妮芬·福克斯'],"['劳拉·邓恩', '约翰·赫德', '伊丽莎白·德比茨基', '科曼', '艾伦·伯斯汀']",8.2,['英语'],['美国'],['剧情'],['2018'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2511250973.jpg']
一九四四,https://movie.douban.com/subject/26356488/,['埃尔莫·纽加农'],"['卡斯帕·威尔伯格', '克里斯蒂安·乌克斯库拉', '麦肯·施密特', '格特·劳塞', '亨德里克·图姆佩勒']",8.2,"['爱沙尼亚语', '俄语', '德语']","['爱沙尼亚', '芬兰']","['剧情', '历史', '战争']",['2015'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2331600466.jpg']
芭比公主之钻石城堡,https://movie.douban.com/subject/3226855/,['Gino Nichele'],"['凯瑟琳·巴尔', '尚塔尔·斯特兰德', '凯莉·谢里丹', '史葛·麦克尼尔', 'Cassidy Ladden']",8.3,['英语'],['美国'],"['动画', '歌舞', '家庭']",['2008'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2376813415.jpg']
